report_name,page,year,source_type,table_title,topic,content,row_count,column_count,record_key
Visitor-Exit-Survey-2016-2017,62.0,2016,table,Leisure,general_tourism,"M ain Activity | % | % | % | % | %
General sightseeing | 24.5 | 7.6 | 4.2 | 3.4 | 11.0
Wedding/Funeral | 0.2 | 11.5 | 0.0 | 0.0 | 4.9
Skiing | 17.2 | 0.3 | 0.0 | 0.0 | 4.7
Hiking | 12.0 | 1.2 | 0.7 | 1.1 | 4.0
4x4 trekking | 12.2 | 0.4 | 1.0 | 1.1 | 3.8
Biking | 12.9 | 0.1 | 0.7 | 0.0 | 3.7
Pony trekking | 5.8 | 0.0 | 0.0 | 1.1 | 1.6
Fishing | 3.6 | 0.0 | 0.5 | 0.0 | 1.1
Bird watching | 0.7 | 0.0 | 0.5 | 0.0 | 0.3
Abseiling | 0.7 | 0.0 | 0.2 | 0.0 | 0.3
Any Festival | 0.2 | 0.4 | 0.0 | 0.0 | 0.3
Rock climbing/mountaineering | 0.3 | 0.0 | 0.0 | 0.0 | 0.1
Other | 5.1 | 27.0 | 36.1 | 33.0 | 23.8
4.5 | 51.4 | 55.9 | 60.2 | 40.5
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",16.0,11.0,Visitor-Exit-Survey-2016-2017|62|Leisure
Visitor-Exit-Survey-2016-2017,63.0,2016,table,South Africa %,accommodation,"Asia/
Pacific
%
Hotel/lodge | 36.5 | 32.1 | 72.6 | 67.3 | 67.6 | 67.3 | 48.0 | 46.3 | 64.4 | 54.0 | 63.5 | 38.8
Friends and | 35.0 | 53.4 | 6.9 | 8.1 | 9.0 | 2.5 | 20.4 | 25.8 | 8.3 | 16.0 | 9.3 | 33.0
family
Bed and | 9.9 | 10.0 | 8.9 | 15.6 | 9.6 | 17.7 | 13.0 | 11.9 | 16.4 | 19.4 | 13.6 | 10.3
breakfast/guest
house
Second home | 7.6 | 2.7 | 0.0 | 0.6 | 1.7 | 0.0 | 2.7 | 1.2 | 1.0 | 0.0 | 0.0 | 6.9
Church/school | 4.3 | 1.8 | 1.7 | 0.0 | 1.7 | 0.0 | 3.5 | 5.3 | 1.5 | 1.9 | 5.3 | 4.1
Caravan/ | 3.5 | 0.0 | 7.6 | 5.7 | 6.2 | 8.8 | 3.6 | 2.4 | 5.0 | 4.4 | 3.0 | 3.6
camping/
vehicle
Hostel | 0.6 | 0.0 | 1.3 | 1.8 | 0.9 | 1.3 | 3.3 | 2.4 | 1.2 | 3.1 | 1.2 | 0.7
Rural | 0.3 | 0.0 | 0.9 | 0.9 | 0.0 | 2.5 | 4.0 | 3.0 | 0.7 | 1.3 | 1.8 | 0.5
homestays
Other | 2.2 | 0.0 | 0.0 | 0.0 | 3.4 | 0.0 | 1.5 | 1.8 | 1.5 | 0.0 | 2.3 | 2.1
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",19.0,14.0,Visitor-Exit-Survey-2016-2017|63|South Africa %
Visitor-Exit-Survey-2016-2017,63.0,2016,table,Accommodation,accommodation,T ype,1.0,1.0,Visitor-Exit-Survey-2016-2017|63|Accommodation
Visitor-Exit-Survey-2016-2017,63.0,2016,table,South,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|63|South
Visitor-Exit-Survey-2016-2017,63.0,2016,table,Botswana,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|63|Botswana
Visitor-Exit-Survey-2016-2017,63.0,2016,table,Nether,general_tourism,"lands
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|63|Nether
Visitor-Exit-Survey-2016-2017,63.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|63|Germany
Arrivals-and-Accommodation-Report-2022,29.0,2022,table,BedOccupancyRatesbyMonth–2022((BedsUsed/BedsSpaces)x100),accommodation,"Month | B&B | GuestHouse | Homestay | Hotel | Lodge | Other | All Establishments
January | 9.35 | 16.54 | 6.62 | 14.60 | 5.28 | 9.77 | 12.68
February | 11.72 | 20.96 | 3.57 | 30.81 | 6.75 | 10.70 | 18.86
March | 11.83 | 17.68 | 5.73 | 30.53 | 13.88 | 5.72 | 19.72
April | 9.34 | 13.84 | 5.40 | 23.26 | 10.20 | 9.62 | 16.74
May | 9.92 | 16.80 | 7.53 | 27.16 | 12.56 | 15.59 | 19.90
June | 10.30 | 15.53 | 3.12 | 32.56 | 17.28 | 10.90 | 22.03
July | 9.62 | 21.84 | 5.16 | 27.77 | 15.95 | 4.45 | 21.32
August | 7.26 | 21.32 | 6.81 | 33.54 | 14.37 | 9.57 | 23.12
September | 7.40 | 23.71 | 5.19 | 43.03 | 12.76 | 5.51 | 25.45
October | 13.20 | 15.06 | 13.62 | 22.60 | 12.34 | 7.10 | 17.20
November | 19.06 | 20.32 | 12.96 | 31.04 | 14.45 | 4.91 | 22.53
December | 25.37 | 16.38 | 18.28 | 24.65 | 14.64 | 4.25 | 19.48
Average | 9.92 | 16.97 | 6.31 | 26.41 | 11.32 | 7.82 | 18.29",14.0,8.0,Arrivals-and-Accommodation-Report-2022|29|BedOccupancyRatesbyMonth–2022((BedsUsed/BedsSpaces)x100)
Visitor-Exit-Survey-2016-2017,63.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|63|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,63.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|63|France
Visitor-Exit-Survey-2016-2017,63.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|63|USA
Visitor-Exit-Survey-2016-2017,63.0,2016,table,Rest of,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|63|Rest of
Visitor-Exit-Survey-2016-2017,63.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|63|Total
Visitor-Exit-Survey-2016-2017,64.0,2016,table,Leisure,accommodation,"A ccommodation Type | % | % | % | % | %
Hotel/lodge | 71.4 | 3.7 | 61.8 | 4.1 | 38.8
Friends and family | 3.2 | 75.0 | 6.9 | 16.4 | 33.0
Bed and breakfast/guest house | 14.7 | 4.5 | 15.8 | 3.0 | 10.3
Second home | 0.2 | 16.0 | 1.6 | 3.2 | 6.9
Church/school | 0.1 | 0.3 | 0.7 | 69.0 | 4.1
Caravan/camping/vehicle | 8.5 | 0.2 | 3.2 | 3.1 | 3.6
Hostel | 0.9 | 0.0 | 1.4 | 1.1 | 0.7
Rural homestays | 0.9 | 0.0 | 0.8 | 0.0 | 0.5
Other | 0.2 | 0.2 | 7.9 | 0.1 | 2.1
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",11.0,11.0,Visitor-Exit-Survey-2016-2017|64|Leisure
Visitor-Exit-Survey-2016-2017,65.0,2016,table,South Africa %,accommodation,"Europe | World
% | %
Hotel/lodge | 71.1 | 77.5 | 75.7 | 77.9 | 66.9 | 58.5 | 73.9 | 72.4 | 71.4
Bed and breakfast/guest | 14.9 | 10.7 | 12.0 | 11.4 | 19.3 | 12.6 | 16.7 | 13.8 | 14.7
house
Caravan/camping/vehicle | 8.8 | 8.0 | 7.3 | 10.0 | 8.3 | 8.8 | 6.5 | 5.4 | 8.5
Friends and family | 3.2 | 1.1 | 1.5 | 0.7 | 1.4 | 11.3 | 2.2 | 4.6 | 3.2
Hostel | 0.8 | 1.6 | 2.3 | 0.0 | 1.4 | 4.4 | 0.4 | 1.1 | 0.9
Rural homestays | 0.8 | 1.1 | 1.2 | 0.0 | 2.8 | 2.5 | 0.4 | 1.9 | 0.9
Second home | 0.2 | 0.0 | 0.0 | 0.0 | 0.0 | 0.6 | 0.0 | 0.0 | 0.2
Church/school | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.3 | 0.0 | 0.8 | 0.1
Other | 0.2 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.2
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",13.0,12.0,Visitor-Exit-Survey-2016-2017|65|South Africa %
Visitor-Exit-Survey-2016-2017,65.0,2016,table,South Africa,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|65|South Africa
Arrivals-and-Accommodation-Report-2022,30.0,2022,table,NumberofEmployees–Residents-2022,accommodation,"District | B&B | GuestHouse | Homestay | Hotel | Lodge | Other | Total
Berea | 3 | 14 | 0 | 187 | 0 | 0 | 204
Butha-Buthe | 13 | 41 | 0 | 46 | 22 | 0 | 122
Leribe | 17 | 151 | 0 | 114 | 0 | 20 | 302
Mafeteng | 0 | 26 | 0 | 67 | 39 | 0 | 132
Maseru | 95 | 233 | 0 | 538 | 131 | 5 | 1,002
MohalesHoek | 0 | 79 | 0 | 4 | 11 | 18 | 112
Mokhotlong | 2 | 31 | 3 | 94 | 3 | 0 | 133
QachasNek | 2 | 23 | 0 | 62 | 1 | 8 | 96
Quthing | 2 | 74 | 2 | 0 | 0 | 11 | 89
Thaba-Tseka | 4 | 30 | 0 | 0 | 11 | 2 | 47
Total | 138 | 702 | 5 | 1,112 | 218 | 64 | 2,239
NumberofEmployees-Non-Residents-2022
District | B&B | GuestHouse | Homestay | Hotel | Lodge | Other | Total
Berea | 0 | 0 | 0 | 2 | 0 | 0 | 2
Butha-Buthe | 2 | 1 | 0 | 0 | 0 | 0 | 3
Leribe | 0 | 0 | 0 | 2 | 1 | 0 | 3
Mafeteng | 0 | 0 | 0 | 1 | 0 | 0 | 1
Maseru | 0 | 0 | 0 | 2 | 0 | 0 | 2
MohalesHoek | 0 | 1 | 0 | 0 | 0 | 0 | 1
Mokhotlong | 0 | 0 | 0 | 0 | 0 | 0 | 0
QachasNek | 0 | 0 | 0 | 0 | 0 | 0 | 0
Quthing | 0 | 1 | 0 | 0 | 0 | 0 | 1
Thaba-Tseka | 0 | 0 | 0 | 0 | 0 | 0 | 0
Total | 2 | 3 | 0 | 7 | 1 | 0 | 13
NumberofEmployees–ResidentsandNon-Residents-2022
District | B&B | GuestHouse | Homestay | Hotel | Lodge | Other | Total
Berea | 3 | 14 | 0 | 189 | 0 | 0 | 206
Butha-Buthe | 15 | 42 | 0 | 46 | 22 | 0 | 125
Leribe | 17 | 151 | 0 | 116 | 1 | 20 | 305
Mafeteng | 0 | 26 | 0 | 68 | 39 | 0 | 133
Maseru | 95 | 233 | 0 | 540 | 131 | 5 | 1,004
MohalesHoek | 0 | 80 | 0 | 4 | 11 | 18 | 113
Mokhotlong | 2 | 31 | 3 | 94 | 3 | 0 | 133
QachasNek | 2 | 23 | 0 | 62 | 1 | 8 | 96
Quthing | 2 | 75 | 2 | 0 | 0 | 11 | 90
Thaba-Tseka | 4 | 30 | 0 | 0 | 11 | 2 | 47
Total | 140 | 705 | 5 | 1,119 | 219 | 64 | 2,252",38.0,8.0,Arrivals-and-Accommodation-Report-2022|30|NumberofEmployees–Residents-2022
Visitor-Exit-Survey-2016-2017,65.0,2016,table,Netherlands,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|65|Netherlands
Visitor-Exit-Survey-2016-2017,65.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|65|Germany
Visitor-Exit-Survey-2016-2017,65.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|65|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,65.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|65|France
Visitor-Exit-Survey-2016-2017,65.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|65|USA
Visitor-Exit-Survey-2016-2017,65.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|65|Total
Visitor-Exit-Survey-2016-2017,65.0,2016,table,Leisure,accommodation,"A ccommodation Type | % | % | % | % | %
Hotel/lodge | 71.1 | 3.1 | 61.8 | 3.2 | 36.5
Friends and family | 3.2 | 75.4 | 6.9 | 16.8 | 35.0
Bed and breakfast/guest house | 14.9 | 4.3 | 15.8 | 2.1 | 9.9
Second home | 0.2 | 16.7 | 1.5 | 3.2 | 7.6
Church/school | 0.0 | 0.3 | 0.5 | 70.5 | 4.3
Caravan/camping/vehicle | 8.8 | 0.1 | 3.4 | 3.2 | 3.5
Hostel | 0.8 | 0.0 | 1.2 | 1.1 | 0.6
Rural homestays | 0.8 | 0.0 | 0.5 | 0.0 | 0.3
Other | 0.2 | 0.1 | 8.4 | 0.0 | 2.2
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",11.0,11.0,Visitor-Exit-Survey-2016-2017|65|Leisure
Visitor-Exit-Survey-2016-2017,66.0,2016,table,South Africa %,visitor_profile,"Asia/
Pacific
%
Private | 57.0 | 81.1 | 21.5 | 26.9 | 34.4 | 26.6 | 39.3 | 45.9 | 28.4 | 27.3 | 32.1 | 54.9
car/4x4
Public | 25.5 | 6.0 | 2.0 | 1.6 | 6.3 | 5.1 | 15.1 | 20.6 | 9.0 | 23.8 | 4.8 | 23.9
transport
Hire car/4x4 | 6.3 | 3.7 | 68.2 | 60.7 | 45.8 | 58.4 | 31.8 | 12.8 | 50.0 | 34.2 | 48.6 | 9.8
Company | 8.0 | 6.4 | 3.4 | 4.7 | 9.4 | 2.1 | 7.5 | 18.3 | 4.3 | 5.0 | 12.0 | 7.9
car/4x4
Motorbike | 1.9 | 0.0 | 0.0 | 1.3 | 0.0 | 1.4 | 0.6 | 0.0 | 2.5 | 1.3 | 0.0 | 1.8
Coach/ | 0.8 | 1.9 | 2.0 | 3.2 | 3.2 | 4.3 | 4.3 | 1.8 | 4.4 | 3.2 | 1.8 | 1.0
Minibus tour
Walk | 0.3 | 0.9 | 0.0 | 0.0 | 0.5 | 0.7 | 0.5 | 0.6 | 0.6 | 0.6 | 0.6 | 0.3
Guided 4x4 | 0.1 | 0.0 | 1.9 | 0.9 | 0.0 | 1.4 | 0.6 | 0.0 | 0.3 | 2.6 | 0.0 | 0.2
tour
Overland truck | 0.1 | 0.0 | 1.0 | 0.6 | 0.5 | 0.0 | 0.3 | 0.0 | 0.6 | 1.9 | 0.0 | 0.1
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",18.0,14.0,Visitor-Exit-Survey-2016-2017|66|South Africa %
Visitor-Exit-Survey-2016-2017,66.0,2016,table,South,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|66|South
Visitor-Exit-Survey-2016-2017,66.0,2016,table,Botswana,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|66|Botswana
Arrivals-and-Accommodation-Report-2022,31.0,2022,table,NumberofEmployeesbyTypeofEstablishmentandwhetherSkilled-2022,accommodation,"Typeof Establishment | Male | Female | Total | GrandTotal
Unskilled | Skilled | Unskilled | Skilled | Unskilled | Skilled
B&B | 34 | 21 | 41 | 44 | 75 | 65 | 140
GuestHouse | 159 | 115 | 195 | 236 | 354 | 351 | 705
Homestay | 0 | 1 | 2 | 2 | 2 | 3 | 5
Hotel | 97 | 334 | 164 | 524 | 261 | 858 | 1119
Lodge | 57 | 40 | 51 | 71 | 108 | 111 | 219
NatureReserve | 11 | 18 | 13 | 22 | 24 | 40 | 64
Total | 358 | 529 | 466 | 899 | 824 | 1428 | 2252",9.0,8.0,Arrivals-and-Accommodation-Report-2022|31|NumberofEmployeesbyTypeofEstablishmentandwhetherSkilled-2022
Visitor-Exit-Survey-2016-2017,66.0,2016,table,Nether,general_tourism,"lands
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|66|Nether
Visitor-Exit-Survey-2016-2017,66.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|66|Germany
Visitor-Exit-Survey-2016-2017,66.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|66|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,66.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|66|France
Visitor-Exit-Survey-2016-2017,66.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|66|USA
Visitor-Exit-Survey-2016-2017,66.0,2016,table,Rest of,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|66|Rest of
Visitor-Exit-Survey-2016-2017,66.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|66|Total
Visitor-Exit-Survey-2016-2017,67.0,2016,table,Leisure,visitor_profile,"T ransport Type | % | % | % | % | %
Private car/4x4 | 75.4 | 49.1 | 41.5 | 49.7 | 54.9
Public transport | 2.2 | 48.9 | 5.2 | 45.9 | 23.9
Hire car/4x4 | 13.2 | 1.1 | 21.1 | 2.6 | 9.8
Company car/4x4 | 0.8 | 0.2 | 29.9 | 0.5 | 7.9
Motorbike | 5.6 | 0.0 | 0.4 | 0.0 | 1.8
Coach/Minibus tour | 1.4 | 0.5 | 1.5 | 1.2 | 1.0
Walk | 0.9 | 0.1 | 0.1 | 0.0 | 0.3
Guided 4x4 tour | 0.3 | 0.1 | 0.0 | 0.2 | 0.2
Overland truck | 0.3 | 0.0 | 0.3 | 0.0 | 0.1
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",11.0,11.0,Visitor-Exit-Survey-2016-2017|67|Leisure
Arrivals-and-Accommodation-Report-2022,31.0,2022,table,NumberofRoomsbyDistrictandtypeofEstablishment-2022,accommodation,"District | Hotel | Lodge | B&B | Homestay | GuestHouse | Others | Total
Berea | 324 | 0 | 5 | 0 | 24 | 0 | 353
Butha-Buthe | 70 | 65 | 10 | 0 | 23 | 0 | 168
Leribe | 124 | 0 | 32 | 0 | 124 | 13 | 293
Mafeteng | 121 | 132 | 0 | 0 | 41 | 0 | 294
Maseru | 676 | 209 | 114 | 0 | 397 | 48 | 1444
MohalesHoek | 44 | 35 | 0 | 0 | 136 | 60 | 275
Mokhotlong | 138 | 10 | 7 | 2 | 94 | 0 | 251
QachasNek | 118 | 32 | 6 | 0 | 43 | 23 | 222
Quthing | 0 | 0 | 3 | 10 | 76 | 31 | 120
Thaba-Tseka | 0 | 35 | 44 | 0 | 45 | 11 | 135
Total | 1615 | 518 | 221 | 12 | 1003 | 198 | 3567",12.0,8.0,Arrivals-and-Accommodation-Report-2022|31|NumberofRoomsbyDistrictandtypeofEstablishment-2022
2024-Arrivals-and-Accomodations-Report,12.0,2024,table,Table 2: Arrivals by Destination Visited and Length of Stay (%),arrivals,"Length of Stay in Nights
Destination | Day Trip | 1 | 2 | 3 | 4 | 5 | 7 | 8-30 | Total
Sani Pass | 92.4 | 4.0 | 1.9 | 0.6 | 0.4 | 0.2 | 0.2 | 0.2 | 100
Sehlaba-Thebe | 0.0 | 17.6 | 18.5 | 8.6 | 17.6 | 11.6 | 3.9 | 22.2 | 100
Katse Dam | 20.4 | 16.4 | 16.9 | 2.7 | 11.6 | 11.1 | 10.7 | 10.2 | 100
Maliba Lodge | 2.7 | 4.9 | 14.7 | 12.9 | 41.1 | 15.2 | 1.3 | 7.1 | 100
Malealea | 0.0 | 9.8 | 13.0 | 44.6 | 2.2 | 10.9 | 6.5 | 13.0 | 100
Afri-Ski | 3.6 | 51.8 | 15.7 | 9.6 | 7.2 | 4.8 | 0.0 | 7.2 | 100
Semonkong | 1.2 | 6.8 | 9.2 | 21.1 | 16.7 | 16.0 | 3.2 | 25.7 | 100
Ramabanta | 0.0 | 0.0 | 0.0 | 12.9 | 9.7 | 3.2 | 0.0 | 74.2 | 100
Thaba-Bosiu | 0.0 | 33.3 | 0.0 | 9.5 | 14.3 | 19.0 | 0.0 | 23.8 | 100",11.0,20.0,2024-Arrivals-and-Accomodations-Report|12|Table 2: Arrivals by Destination Visited and Length of Stay (%)
Visitor-Exit-Survey-2016-2017,68.0,2016,table,South Africa %,visitor_profile,"Europe | World
T ransport Type | % | %
Private car/4x4 | 87.1 | 15.4 | 19.4 | 25.8 | 24.8 | 28.4 | 17.7 | 33.9 | 75.4
Hire car/4x4 | 2.3 | 76.9 | 69.4 | 64.5 | 61.6 | 48.5 | 63.0 | 46.1 | 13.2
Motorbike | 6.6 | 0.0 | 1.7 | 0.0 | 1.6 | 1.5 | 3.5 | 0.8 | 5.6
Public transport | 1.2 | 2.4 | 2.1 | 1.6 | 5.6 | 13.4 | 7.5 | 13.1 | 2.2
Coach/Minibus tour | 0.8 | 2.4 | 3.3 | 5.6 | 3.2 | 4.5 | 4.7 | 3.3 | 1.4
Walk | 1.0 | 0.0 | 0.0 | 0.8 | 0.8 | 0.0 | 0.8 | 0.8 | 0.9
Company car/4x4 | 0.7 | 0.6 | 2.9 | 0.8 | 0.8 | 1.5 | 1.6 | 0.0 | 0.8
Guided 4x4 tour | 0.2 | 1.2 | 0.4 | 0.0 | 1.6 | 1.5 | 0.4 | 1.6 | 0.3
Overland truck | 0.2 | 1.2 | 0.8 | 0.8 | 0.0 | 0.7 | 0.8 | 0.4 | 0.3
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",12.0,12.0,Visitor-Exit-Survey-2016-2017|68|South Africa %
Visitor-Exit-Survey-2016-2017,68.0,2016,table,South Africa,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|68|South Africa
Visitor-Exit-Survey-2016-2017,68.0,2016,table,Netherlands,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|68|Netherlands
Visitor-Exit-Survey-2016-2017,68.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|68|Germany
Visitor-Exit-Survey-2016-2017,68.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|68|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,68.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|68|France
Visitor-Exit-Survey-2016-2017,68.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|68|USA
Visitor-Exit-Survey-2016-2017,68.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|68|Total
Visitor-Exit-Survey-2016-2017,68.0,2016,table,Leisure,visitor_profile,"T ransport Type | % | % | % | % | %
Private car/4x4 | 87.1 | 48.0 | 42.2 | 48.3 | 57.0
Public transport | 1.2 | 50.7 | 4.2 | 48.3 | 25.5
Company car/4x4 | 0.7 | 0.1 | 30.4 | 0.0 | 8.0
Hire car/4x4 | 2.3 | 0.4 | 21.2 | 2.2 | 6.3
Motorbike | 6.6 | 0.0 | 0.5 | 0.0 | 1.9
Coach/Minibus tour | 0.8 | 0.4 | 1.2 | 1.1 | 0.8
Walk | 1.0 | 0.1 | 0.0 | 0.0 | 0.3
Guided 4x4 tour | 0.2 | 0.1 | 0.0 | 0.0 | 0.1
Overland truck | 0.2 | 0.0 | 0.2 | 0.0 | 0.1
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",11.0,11.0,Visitor-Exit-Survey-2016-2017|68|Leisure
Visitor-Exit-Survey-2016-2017,69.0,2016,table,Accommodation (Mal oti),accommodation,"South Africa | 406 | 188 | 101 | 30 | 28 | 44 | 42 | 839
Botswana | 319 | 272 | 146 | 12 | 33 | 45 | 15 | 842
Netherlands | 521 | 216 | 136 | 45 | 42 | 52 | 6 | 1,019
Germany | 479 | 211 | 88 | 22 | 38 | 52 | 6 | 896
UK | 610 | 273 | 92 | 27 | 44 | 63 | 84 | 1,193
France | 436 | 178 | 58 | 44 | 30 | 33 | 5 | 784
USA | 483 | 224 | 76 | 18 | 65 | 98 | 16 | 982
Rest of Africa | 649 | 302 | 114 | 20 | 34 | 80 | 39 | 1,239
Rest of Europe | 597 | 208 | 79 | 36 | 22 | 55 | 13 | 1,010
Rest of Asia/Pacific | 565 | 200 | 145 | 92 | 47 | 49 | 27 | 1,125
Rest of World | 850 | 385 | 167 | 42 | 31 | 162 | 12 | 1,650
Total | 420 | 194 | 102 | 30 | 29 | 47 | 40 | 862",12.0,9.0,Visitor-Exit-Survey-2016-2017|69|Accommodation (Mal oti)
Arrivals-and-Accommodation-Report-2022,32.0,2022,table,NumberofBedsbyDistrictandTypeofEstablishment-2022,accommodation,"District | B&B | GuestHouse | Homestay | Hotel | Lodge | Others | Total
Berea | 6 | 24 | 0 | 514 | 0 | 0 | 544
Butha-Buthe | 22 | 82 | 0 | 35 | 93 | 0 | 232
Leribe | 43 | 173 | 0 | 189 | 0 | 31 | 436
Mafeteng | 0 | 51 | 0 | 149 | 270 | 0 | 470
Maseru | 250 | 558 | 0 | 795 | 431 | 48 | 2,082
MohalesHoek | 0 | 179 | 0 | 78 | 35 | 110 | 402
Mokhotlong | 8 | 131 | 20 | 210 | 17 | 0 | 386
QachasNek | 6 | 58 | 0 | 152 | 64 | 62 | 342
Quthing | 6 | 153 | 18 | 0 | 0 | 56 | 233
Thaba-Tseka | 108 | 58 | 0 | 0 | 35 | 45 | 246
Total | 449 | 1,467 | 38 | 2,122 | 945 | 352 | 5,373",12.0,8.0,Arrivals-and-Accommodation-Report-2022|32|NumberofBedsbyDistrictandTypeofEstablishment-2022
Visitor-Exit-Survey-2016-2017,69.0,2016,table,Expenditure,visitor_profile,"(per person, p er night)",1.0,1.0,Visitor-Exit-Survey-2016-2017|69|Expenditure
Visitor-Exit-Survey-2016-2017,69.0,2016,table,Accommodation,accommodation,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|69|Accommodation
Visitor-Exit-Survey-2016-2017,69.0,2016,table,Food and,general_tourism,"Drink
(Maloti)",2.0,1.0,Visitor-Exit-Survey-2016-2017|69|Food and
Visitor-Exit-Survey-2016-2017,69.0,2016,table,Transport,visitor_profile,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|69|Transport
Visitor-Exit-Survey-2016-2017,69.0,2016,table,Tours,general_tourism,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|69|Tours
Visitor-Exit-Survey-2016-2017,69.0,2016,table,Entertainment,general_tourism,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|69|Entertainment
Visitor-Exit-Survey-2016-2017,69.0,2016,table,Shopping,general_tourism,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|69|Shopping
Visitor-Exit-Survey-2016-2017,69.0,2016,table,Other,general_tourism,(Maloti),1.0,1.0,Visitor-Exit-Survey-2016-2017|69|Other
Visitor-Exit-Survey-2016-2017,69.0,2016,table,Total,general_tourism,(Mal oti),1.0,1.0,Visitor-Exit-Survey-2016-2017|69|Total
