business_type,district,has_license,license_valid,tax_clearance,previous_experience,rating,issue_date,expiry_date,approved
restaurant,Berea,1,1,0,10,2.8,2023-11-28,2024-11-27,0
transport,Mohale's Hoek,0,0,1,7,4.6,2025-11-10,2026-11-10,0
restaurant,Mohale's Hoek,1,1,1,8,3.9,2024-05-22,2025-05-22,0
activity_provider,Berea,1,1,1,14,3.3,2023-11-29,2024-11-28,1
tour_operator,Quthing,1,1,1,9,3.2,2024-10-21,2025-10-21,1
transport,Berea,1,1,1,11,4.9,2024-03-24,2025-03-24,1
activity_provider,Leribe,0,0,1,4,4.7,2025-04-17,2026-04-17,0
tour_operator,Maseru,0,0,1,8,4.0,2024-04-13,2025-04-13,0
accommodation,Mafeteng,1,1,1,9,3.7,2026-01-25,2027-01-25,1
restaurant,Quthing,0,0,1,4,3.6,2024-12-31,2025-12-31,0
activity_provider,Mafeteng,1,1,1,3,4.5,2025-12-27,2026-12-27,1
activity_provider,Leribe,1,1,1,4,2.6,2025-01-24,2026-01-24,1
transport,Mafeteng,1,1,1,11,3.2,2023-11-04,2024-11-03,1
tour_operator,Mafeteng,1,1,1,5,4.6,2024-10-09,2025-10-09,1
accommodation,Berea,1,1,1,6,3.4,2025-03-30,2026-03-30,1
craft_shop,Mohale's Hoek,1,1,1,13,3.9,2023-08-27,2024-08-26,1
accommodation,Maseru,1,1,1,4,5.0,2025-03-01,2026-03-01,1
craft_shop,Maseru,1,1,0,2,3.8,2025-05-20,2026-05-20,0
transport,Maseru,1,1,0,8,3.7,2024-05-20,2025-05-20,0
restaurant,Quthing,1,1,1,1,2.9,2025-07-09,2026-07-09,0
tour_operator,Maseru,0,0,0,9,3.0,2025-01-04,2026-01-04,0
restaurant,Berea,1,0,1,4,4.6,2024-01-18,2025-01-17,0
craft_shop,Maseru,1,1,1,14,3.1,2025-06-06,2026-06-06,1
tour_operator,Leribe,0,0,1,5,3.6,2026-01-03,2027-01-03,0
tour_operator,Butha-Buthe,1,1,1,5,3.2,2025-11-09,2026-11-09,0
accommodation,Berea,1,1,1,0,3.9,2023-12-04,2024-12-03,0
transport,Mohale's Hoek,0,0,0,5,5.0,2025-10-03,2026-10-03,0
craft_shop,Butha-Buthe,1,1,1,2,4.0,2025-03-24,2026-03-24,1
restaurant,Mafeteng,1,1,1,12,3.0,2023-10-12,2024-10-11,1
craft_shop,Leribe,0,0,1,7,4.2,2023-10-20,2024-10-19,0
tour_operator,Mafeteng,1,1,0,1,4.1,2024-07-28,2025-07-28,0
activity_provider,Leribe,1,1,1,12,2.5,2025-11-15,2026-11-15,0
activity_provider,Quthing,1,1,1,3,2.9,2023-08-13,2024-08-12,1
craft_shop,Leribe,1,1,1,2,3.4,2025-03-21,2026-03-21,1
transport,Mohale's Hoek,0,0,1,14,2.5,2023-12-28,2024-12-27,0
craft_shop,Maseru,1,1,1,7,3.7,2025-11-08,2026-11-08,1
accommodation,Quthing,1,0,1,14,2.9,2025-04-05,2026-04-05,1
accommodation,Butha-Buthe,1,1,1,1,3.5,2025-11-06,2026-11-06,0
transport,Leribe,1,1,1,0,5.0,2024-12-27,2025-12-27,1
restaurant,Berea,1,0,1,6,4.9,2024-05-28,2025-05-28,0
transport,Leribe,0,0,1,0,4.8,2024-11-28,2025-11-28,1
craft_shop,Maseru,1,1,1,9,3.8,2023-10-06,2024-10-05,1
activity_provider,Maseru,1,1,1,9,3.9,2025-01-02,2026-01-02,0
tour_operator,Leribe,1,1,1,13,4.2,2024-06-11,2025-06-11,1
accommodation,Quthing,1,1,1,6,3.2,2026-02-10,2027-02-10,1
transport,Quthing,1,1,0,4,4.6,2024-08-05,2025-08-05,0
activity_provider,Quthing,0,0,1,5,2.7,2024-05-11,2025-05-11,0
accommodation,Maseru,1,0,1,2,3.0,2023-08-18,2024-08-17,0
activity_provider,Quthing,1,1,1,2,4.1,2024-05-25,2025-05-25,1
transport,Mohale's Hoek,1,1,0,11,2.7,2025-07-27,2026-07-27,0
activity_provider,Maseru,1,1,1,11,3.1,2026-03-16,2027-03-16,1
tour_operator,Maseru,1,1,1,2,3.1,2023-09-24,2024-09-23,1
transport,Mohale's Hoek,1,1,1,9,3.6,2025-04-16,2026-04-16,1
craft_shop,Mafeteng,0,0,1,2,2.5,2023-10-14,2024-10-13,0
craft_shop,Berea,1,1,1,5,3.7,2025-02-27,2026-02-27,1
restaurant,Butha-Buthe,0,0,0,6,3.4,2023-08-17,2024-08-16,0
accommodation,Quthing,1,1,1,14,3.1,2025-12-17,2026-12-17,0
craft_shop,Leribe,0,0,1,7,4.9,2024-01-01,2024-12-31,0
tour_operator,Berea,1,1,1,12,4.8,2023-09-04,2024-09-03,1
craft_shop,Maseru,1,1,1,13,4.3,2025-02-22,2026-02-22,1
restaurant,Maseru,1,1,1,6,2.5,2023-12-21,2024-12-20,1
accommodation,Butha-Buthe,1,1,1,8,4.1,2025-06-05,2026-06-05,1
craft_shop,Butha-Buthe,1,1,1,12,4.8,2025-08-25,2026-08-25,1
craft_shop,Mohale's Hoek,1,1,1,1,2.8,2025-01-09,2026-01-09,0
accommodation,Leribe,1,1,1,3,3.3,2025-01-28,2026-01-28,1
accommodation,Berea,1,0,1,6,4.1,2025-12-10,2026-12-10,0
craft_shop,Mohale's Hoek,1,1,1,9,3.3,2025-12-18,2026-12-18,1
transport,Maseru,0,0,0,12,3.8,2023-11-13,2024-11-12,0
activity_provider,Leribe,1,1,0,4,4.1,2024-05-24,2025-05-24,0
transport,Mafeteng,1,1,1,1,3.1,2023-11-08,2024-11-07,0
tour_operator,Leribe,1,1,1,5,2.5,2025-10-01,2026-10-01,1
craft_shop,Leribe,1,1,1,7,3.1,2023-09-25,2024-09-24,1
transport,Mohale's Hoek,0,0,1,9,2.7,2024-02-22,2025-02-21,0
restaurant,Mohale's Hoek,1,1,1,4,4.3,2025-04-09,2026-04-09,1
transport,Maseru,0,0,1,0,3.7,2025-06-04,2026-06-04,0
activity_provider,Butha-Buthe,1,1,1,0,3.2,2024-11-06,2025-11-06,0
accommodation,Butha-Buthe,0,0,0,9,3.0,2024-12-28,2025-12-28,0
craft_shop,Quthing,1,1,1,4,4.7,2023-08-22,2024-08-21,1
craft_shop,Mafeteng,1,1,1,1,4.5,2024-06-11,2025-06-11,1
tour_operator,Butha-Buthe,1,1,1,14,3.2,2023-09-21,2024-09-20,1
transport,Maseru,1,1,1,13,3.6,2024-09-25,2025-09-25,1
craft_shop,Berea,1,1,1,6,3.5,2025-04-26,2026-04-26,1
tour_operator,Mohale's Hoek,1,1,1,10,2.9,2025-08-31,2026-08-31,0
transport,Butha-Buthe,1,1,1,7,4.9,2023-12-10,2024-12-09,0
transport,Mohale's Hoek,1,1,1,3,3.1,2024-07-30,2025-07-30,1
restaurant,Mohale's Hoek,0,0,1,0,2.6,2024-05-30,2025-05-30,0
tour_operator,Quthing,1,1,1,2,4.0,2024-08-13,2025-08-13,1
accommodation,Mafeteng,1,1,1,2,4.9,2023-10-30,2024-10-29,1
accommodation,Mohale's Hoek,0,0,1,5,2.7,2024-10-09,2025-10-09,0
restaurant,Leribe,1,1,1,1,3.9,2026-01-19,2027-01-19,0
restaurant,Mafeteng,1,1,1,2,3.0,2024-04-01,2025-04-01,1
transport,Maseru,1,1,0,9,4.9,2025-05-06,2026-05-06,0
restaurant,Leribe,1,1,1,3,2.8,2024-03-16,2025-03-16,1
activity_provider,Berea,1,0,1,11,4.9,2023-10-23,2024-10-22,0
craft_shop,Maseru,1,1,0,1,2.6,2025-11-12,2026-11-12,0
tour_operator,Berea,0,0,1,4,2.8,2023-10-11,2024-10-10,0
restaurant,Leribe,1,1,0,14,4.7,2025-06-16,2026-06-16,0
activity_provider,Mohale's Hoek,1,1,1,8,3.4,2023-11-23,2024-11-22,1
activity_provider,Berea,0,0,1,3,4.8,2024-03-08,2025-03-08,0
restaurant,Butha-Buthe,0,0,1,10,4.0,2024-01-08,2025-01-07,0
activity_provider,Quthing,1,1,1,1,4.4,2026-01-07,2027-01-07,1
accommodation,Mafeteng,0,0,1,6,4.8,2023-12-12,2024-12-11,0
transport,Butha-Buthe,0,0,1,10,4.0,2025-12-23,2026-12-23,1
restaurant,Mohale's Hoek,1,1,1,0,3.0,2025-02-02,2026-02-02,0
craft_shop,Berea,1,1,0,7,4.7,2023-12-20,2024-12-19,0
activity_provider,Mafeteng,1,1,0,4,2.5,2025-01-12,2026-01-12,0
accommodation,Berea,0,0,0,6,3.5,2024-03-26,2025-03-26,0
activity_provider,Butha-Buthe,1,1,1,14,4.2,2025-09-11,2026-09-11,1
tour_operator,Berea,1,1,1,14,3.6,2026-03-11,2027-03-11,1
tour_operator,Mafeteng,1,1,1,1,4.2,2024-12-09,2025-12-09,1
craft_shop,Leribe,1,1,1,7,3.4,2024-05-26,2025-05-26,1
restaurant,Butha-Buthe,0,0,1,13,3.0,2024-12-23,2025-12-23,0
tour_operator,Leribe,1,1,0,13,5.0,2024-06-15,2025-06-15,1
accommodation,Leribe,0,0,1,12,2.6,2024-07-07,2025-07-07,0
restaurant,Maseru,0,0,1,4,3.2,2025-03-13,2026-03-13,0
craft_shop,Butha-Buthe,1,1,1,0,4.4,2025-07-31,2026-07-31,1
tour_operator,Berea,1,1,1,4,2.8,2023-12-27,2024-12-26,0
activity_provider,Maseru,1,1,1,1,3.9,2023-11-22,2024-11-21,0
transport,Berea,1,1,1,0,3.1,2024-04-21,2025-04-21,0
restaurant,Mafeteng,1,1,1,4,3.1,2025-01-12,2026-01-12,1
craft_shop,Quthing,1,1,1,13,3.0,2025-12-28,2026-12-28,1
transport,Berea,1,1,1,5,4.8,2026-02-07,2027-02-07,1
tour_operator,Berea,1,1,1,0,4.8,2025-07-06,2026-07-06,1
activity_provider,Mafeteng,1,1,1,1,3.9,2024-11-29,2025-11-29,0
accommodation,Berea,1,1,1,0,2.7,2024-11-05,2025-11-05,0
craft_shop,Maseru,1,1,0,7,3.2,2026-02-23,2027-02-23,1
transport,Mohale's Hoek,1,1,1,1,4.4,2024-06-12,2025-06-12,1
restaurant,Leribe,1,1,1,0,4.2,2024-11-28,2025-11-28,1
transport,Leribe,1,1,1,6,4.5,2025-02-08,2026-02-08,1
restaurant,Maseru,1,1,1,1,2.8,2024-10-15,2025-10-15,0
tour_operator,Mafeteng,1,0,0,2,4.6,2025-03-23,2026-03-23,0
activity_provider,Quthing,1,1,1,10,3.8,2023-10-16,2024-10-15,1
restaurant,Leribe,1,1,1,5,4.5,2024-10-26,2025-10-26,1
craft_shop,Leribe,1,1,1,12,4.9,2024-06-03,2025-06-03,1
tour_operator,Mafeteng,1,1,0,3,3.5,2024-05-22,2025-05-22,0
accommodation,Maseru,1,1,1,10,4.6,2024-08-03,2025-08-03,1
activity_provider,Mafeteng,1,1,1,2,4.3,2025-09-10,2026-09-10,1
craft_shop,Berea,1,1,1,9,3.5,2023-12-24,2024-12-23,1
accommodation,Mafeteng,1,1,1,10,4.5,2024-04-16,2025-04-16,1
tour_operator,Berea,1,1,1,9,4.8,2025-11-18,2026-11-18,1
transport,Butha-Buthe,1,1,1,12,2.7,2026-03-25,2027-03-25,1
restaurant,Quthing,1,1,1,14,2.8,2026-03-21,2027-03-21,1
activity_provider,Maseru,1,1,1,9,3.1,2023-08-11,2024-08-10,1
activity_provider,Leribe,0,0,1,9,4.9,2024-09-13,2025-09-13,0
craft_shop,Berea,1,1,1,9,3.4,2025-07-11,2026-07-11,1
restaurant,Leribe,1,1,1,6,2.6,2024-09-11,2025-09-11,1
craft_shop,Quthing,0,0,0,14,2.9,2025-11-07,2026-11-07,0
tour_operator,Mohale's Hoek,1,1,1,4,2.7,2024-05-24,2025-05-24,1
tour_operator,Butha-Buthe,0,0,0,6,4.7,2026-02-14,2027-02-14,0
accommodation,Mafeteng,1,1,1,10,4.9,2024-10-29,2025-10-29,1
craft_shop,Leribe,0,0,1,6,3.0,2026-01-05,2027-01-05,0
restaurant,Berea,0,0,0,0,4.8,2024-01-29,2025-01-28,0
craft_shop,Maseru,1,1,1,8,4.9,2023-08-21,2024-08-20,1
accommodation,Leribe,0,0,1,4,2.6,2025-01-31,2026-01-31,0
tour_operator,Butha-Buthe,0,0,1,5,4.0,2024-08-30,2025-08-30,1
tour_operator,Berea,0,0,1,1,4.2,2025-11-11,2026-11-11,1
transport,Maseru,1,1,1,2,3.2,2024-11-10,2025-11-10,1
activity_provider,Mohale's Hoek,1,1,1,5,3.8,2025-09-12,2026-09-12,1
tour_operator,Maseru,0,0,1,8,4.5,2025-10-31,2026-10-31,0
tour_operator,Maseru,1,1,1,6,4.9,2024-08-20,2025-08-20,1
tour_operator,Quthing,1,1,1,2,3.0,2023-09-14,2024-09-13,1
tour_operator,Butha-Buthe,1,1,1,9,3.5,2023-10-19,2024-10-18,0
transport,Leribe,1,1,1,4,3.5,2025-12-10,2026-12-10,0
accommodation,Maseru,1,1,0,8,3.0,2023-09-27,2024-09-26,0
transport,Mafeteng,1,1,1,8,3.5,2025-05-29,2026-05-29,1
transport,Mohale's Hoek,1,1,1,7,5.0,2024-07-04,2025-07-04,1
activity_provider,Mohale's Hoek,1,1,0,1,4.9,2025-03-30,2026-03-30,0
accommodation,Quthing,1,1,0,14,4.8,2023-12-29,2024-12-28,0
activity_provider,Mafeteng,1,1,1,13,3.0,2026-03-02,2027-03-02,1
restaurant,Quthing,1,1,1,12,3.2,2025-02-18,2026-02-18,1
craft_shop,Mafeteng,0,0,1,7,4.2,2024-05-04,2025-05-04,0
craft_shop,Maseru,1,1,1,1,3.2,2023-08-25,2024-08-24,0
activity_provider,Quthing,1,1,1,2,2.8,2025-03-11,2026-03-11,1
craft_shop,Mafeteng,1,0,1,12,3.4,2025-09-18,2026-09-18,0
transport,Leribe,1,1,1,14,3.4,2026-03-03,2027-03-03,1
tour_operator,Maseru,1,1,1,0,3.8,2025-09-01,2026-09-01,0
tour_operator,Leribe,1,1,1,5,4.2,2025-08-10,2026-08-10,1
activity_provider,Leribe,1,1,1,5,4.1,2024-08-08,2025-08-08,0
tour_operator,Maseru,0,0,1,9,2.9,2023-10-08,2024-10-07,0
accommodation,Berea,0,0,1,0,2.8,2025-09-23,2026-09-23,0
restaurant,Maseru,0,0,0,8,4.7,2024-05-07,2025-05-07,0
activity_provider,Mafeteng,0,0,0,9,4.7,2026-01-08,2027-01-08,0
craft_shop,Butha-Buthe,1,1,1,5,3.4,2025-11-08,2026-11-08,1
activity_provider,Berea,1,0,0,10,2.8,2025-12-26,2026-12-26,0
restaurant,Quthing,1,1,1,13,3.1,2025-10-04,2026-10-04,1
accommodation,Mafeteng,0,0,0,11,3.1,2024-11-04,2025-11-04,0
craft_shop,Mohale's Hoek,1,1,0,5,4.7,2024-06-05,2025-06-05,0
restaurant,Quthing,1,1,1,12,3.9,2026-01-24,2027-01-24,1
accommodation,Butha-Buthe,1,1,1,2,4.2,2025-12-03,2026-12-03,0
transport,Berea,1,1,1,5,4.8,2025-04-21,2026-04-21,1
activity_provider,Leribe,0,0,1,3,4.7,2025-10-01,2026-10-01,0
accommodation,Berea,1,1,1,13,3.6,2025-06-18,2026-06-18,1
restaurant,Butha-Buthe,1,1,0,14,4.8,2024-11-11,2025-11-11,0
tour_operator,Leribe,0,0,1,10,3.9,2024-09-11,2025-09-11,0
restaurant,Berea,0,0,1,9,3.8,2025-10-27,2026-10-27,0
activity_provider,Butha-Buthe,1,1,1,14,3.7,2024-02-25,2025-02-24,1
accommodation,Mafeteng,0,0,1,7,3.6,2024-08-03,2025-08-03,0
accommodation,Mohale's Hoek,0,0,1,5,3.1,2025-04-17,2026-04-17,1
transport,Berea,1,1,1,1,4.3,2024-07-31,2025-07-31,1
accommodation,Quthing,1,1,1,7,4.5,2023-12-25,2024-12-24,1
accommodation,Butha-Buthe,1,1,1,13,4.3,2024-02-06,2025-02-05,1
restaurant,Mafeteng,1,1,1,3,2.6,2024-03-18,2025-03-18,1
restaurant,Quthing,0,0,1,5,4.0,2023-11-18,2024-11-17,0
activity_provider,Butha-Buthe,1,1,0,13,3.9,2023-09-09,2024-09-08,1
tour_operator,Butha-Buthe,1,1,1,2,4.3,2024-03-16,2025-03-16,0
activity_provider,Leribe,1,1,1,14,4.4,2025-10-02,2026-10-02,1
restaurant,Berea,1,1,0,11,3.6,2025-11-23,2026-11-23,0
accommodation,Berea,1,1,0,14,3.7,2025-02-03,2026-02-03,0
activity_provider,Mohale's Hoek,0,0,1,7,2.9,2024-05-17,2025-05-17,0
craft_shop,Leribe,0,0,1,5,4.8,2023-08-18,2024-08-17,0
craft_shop,Butha-Buthe,1,1,0,8,4.1,2024-01-07,2025-01-06,0
restaurant,Mafeteng,0,0,1,8,2.8,2025-12-08,2026-12-08,0
craft_shop,Mafeteng,0,0,1,0,4.7,2025-07-11,2026-07-11,0
tour_operator,Berea,1,1,1,11,4.2,2026-01-22,2027-01-22,1
activity_provider,Maseru,1,1,1,2,3.9,2025-05-29,2026-05-29,1
transport,Berea,1,0,1,12,3.7,2024-08-01,2025-08-01,0
craft_shop,Mafeteng,1,1,1,12,3.7,2024-08-25,2025-08-25,1
activity_provider,Butha-Buthe,0,0,1,2,3.6,2025-07-27,2026-07-27,0
activity_provider,Leribe,0,0,0,9,3.4,2023-11-08,2024-11-07,0
tour_operator,Butha-Buthe,1,1,1,0,3.7,2024-06-01,2025-06-01,0
activity_provider,Mohale's Hoek,1,1,1,1,4.4,2025-05-02,2026-05-02,1
transport,Mohale's Hoek,0,0,0,12,4.8,2023-11-02,2024-11-01,1
transport,Maseru,1,1,1,11,3.5,2025-10-15,2026-10-15,0
tour_operator,Butha-Buthe,1,1,0,0,3.9,2023-10-29,2024-10-28,0
restaurant,Mohale's Hoek,1,1,0,13,3.1,2024-08-06,2025-08-06,0
transport,Leribe,1,1,1,9,4.9,2024-11-27,2025-11-27,1
tour_operator,Mohale's Hoek,1,1,1,7,4.8,2025-02-28,2026-02-28,1
restaurant,Maseru,1,0,1,8,2.7,2024-05-03,2025-05-03,0
tour_operator,Mafeteng,1,1,0,3,2.5,2024-07-04,2025-07-04,0
restaurant,Mafeteng,1,1,1,12,4.0,2025-12-24,2026-12-24,1
restaurant,Mohale's Hoek,1,0,1,14,4.4,2025-04-29,2026-04-29,0
tour_operator,Maseru,1,1,1,4,4.1,2025-11-11,2026-11-11,1
transport,Leribe,1,1,1,5,2.9,2024-08-24,2025-08-24,1
accommodation,Leribe,0,0,1,1,3.6,2024-11-01,2025-11-01,0
transport,Maseru,1,1,1,9,4.6,2025-08-16,2026-08-16,1
tour_operator,Mafeteng,1,1,1,0,3.0,2024-04-25,2025-04-25,0
craft_shop,Quthing,1,1,1,14,3.8,2025-02-22,2026-02-22,1
tour_operator,Mohale's Hoek,1,1,1,4,4.4,2024-10-13,2025-10-13,0
transport,Leribe,0,0,0,10,5.0,2024-12-23,2025-12-23,0
restaurant,Berea,1,1,1,0,3.5,2025-10-19,2026-10-19,0
accommodation,Mafeteng,0,0,1,14,4.6,2024-09-12,2025-09-12,0
transport,Butha-Buthe,1,1,1,10,4.2,2026-01-25,2027-01-25,1
activity_provider,Mohale's Hoek,1,0,1,13,3.3,2025-10-14,2026-10-14,0
craft_shop,Mafeteng,1,1,1,8,3.2,2025-06-03,2026-06-03,1
